PacketCounter	SampleTimeFine	Year	Month	Day	Second	FreeAcc_E	FreeAcc_N	FreeAcc_U	Gyr_X	Gyr_Y	Gyr_Z	Roll	Pitch	Yaw	Vel_E	Vel_N	Vel_U
03214						0.008060	2.063224	2.692888	0.248756	0.016750	0.218683	-1.464705	24.063457	41.205498	0.010539	-0.291387	-0.106173
03215						0.375533	2.087267	2.730639	0.364763	-0.017077	0.227505	-0.975085	24.065605	41.486546	0.015160	-0.250301	-0.053521
03216						0.594474	1.706427	2.701038	0.310772	-0.050490	0.205514	-0.476646	24.024258	41.748402	0.025651	-0.212978	-0.002584
03217						0.605115	1.762298	2.640671	0.205047	-0.065421	0.168219	-0.099346	23.954777	41.973598	0.037249	-0.177618	0.049069
03218						0.546898	1.418214	2.586312	0.016973	-0.066422	0.112994	0.087549	23.878561	42.139233	0.048392	-0.146404	0.099696
03219						0.216660	1.322112	2.425598	-0.138281	-0.078355	0.076053	0.032870	23.795053	42.245895	0.055624	-0.118654	0.148304
03220						0.043931	1.313008	2.369184	-0.136362	-0.115298	0.081962	-0.095564	23.682800	42.339317	0.056577	-0.091841	0.195231
03221						0.007680	1.119400	2.348527	-0.141837	-0.157061	0.089042	-0.212068	23.524414	42.441299	0.055746	-0.068239	0.241096
03223						0.067756	1.280258	2.064141	-0.163995	-0.209434	0.078338	-0.348820	23.311638	42.543324	0.055343	-0.043472	0.283734
03224						0.096570	1.691429	1.940199	-0.109428	-0.281790	0.057916	-0.489608	23.023397	42.627972	0.056501	-0.002672	0.336221
03225						0.319941	1.652738	2.020475	-0.022754	-0.333259	0.037237	-0.535190	22.665686	42.687061	0.060446	0.030302	0.373248
03226						0.373504	1.346724	2.235454	0.019432	-0.364421	0.031319	-0.514054	22.262470	42.730553	0.066583	0.059393	0.414813
03227						0.285165	1.086011	2.009579	-0.001603	-0.390820	0.051010	-0.492930	21.831608	42.783669	0.072783	0.081618	0.454439
03228						-0.105323	0.936445	1.931059	0.027843	-0.431785	0.086567	-0.454060	21.359266	42.872341	0.072971	0.101538	0.492391
03229						-0.192094	0.795217	1.936405	0.104205	-0.477211	0.132419	-0.324999	20.839146	43.014923	0.067261	0.118028	0.529075
03230						0.212369	0.908396	1.866292	0.081431	-0.514746	0.151215	-0.149073	20.270891	43.194096	0.066266	0.132935	0.564099
03231						-0.005190	1.534255	1.645314	0.087265	-0.549018	0.141506	-0.024706	19.661551	43.370335	0.068715	0.155779	0.595337
03232						-0.370855	1.657320	1.801882	0.383512	-0.560995	0.150017	0.301305	19.022829	43.544453	0.063763	0.186227	0.626054
03233						-0.109237	0.676907	1.752450	0.588115	-0.545554	0.160272	0.960162	18.385305	43.721802	0.058113	0.208672	0.658113
03234						0.334538	0.036432	1.801605	0.396397	-0.504018	0.154752	1.598981	17.779757	43.896294	0.059634	0.214123	0.692225
03235						0.482442	-0.099186	1.550307	-0.071737	-0.450338	0.139041	1.806730	17.233639	44.054432	0.067823	0.211078	0.723175
03237						-0.061635	0.211811	1.314260	-0.393710	-0.432342	0.135314	1.524639	16.728823	44.202248	0.071770	0.212679	0.758378
03238						-0.306696	0.299609	1.317389	-0.391385	-0.413850	0.160827	1.095161	16.242155	44.373520	0.066124	0.219549	0.782996
03239						-0.440068	0.593926	1.147113	-0.302479	-0.380543	0.177039	0.736772	15.787781	44.575665	0.058653	0.226192	0.805751
03240						-0.654340	0.924842	0.798072	-0.027846	-0.361158	0.149179	0.603460	15.365232	44.772411	0.045252	0.243152	0.822925
03241						-0.192941	0.325429	0.685077	0.104140	-0.363408	0.092679	0.719691	14.953339	44.912407	0.035466	0.256346	0.836176
03242						0.270346	-0.316640	0.579818	-0.138694	-0.386506	0.025295	0.713934	14.524887	44.972260	0.036935	0.255572	0.846351
03243						0.255865	-0.573887	0.820984	-0.473149	-0.398403	0.000687	0.328786	14.072700	44.980568	0.041378	0.245522	0.859104
03244						-0.381483	-0.161579	0.965855	-0.665665	-0.415075	0.022595	-0.371457	13.607744	44.995148	0.042024	0.233388	0.870578
03245						-0.588217	0.133755	0.388695	-0.375748	-0.441566	0.073466	-0.954160	13.117647	45.065044	0.030300	0.233642	0.878221
03246						-0.059696	-0.032123	0.400806	-0.218889	-0.454810	0.099000	-1.230994	12.605462	45.186279	0.024368	0.233236	0.884465
03247						-0.030309	0.416424	0.317516	-0.123034	-0.480220	0.108756	-1.407137	12.071592	45.326801	0.022002	0.238258	0.889909
03248						0.074443	0.344017	-0.016276	-0.020976	-0.531650	0.123256	-1.454437	11.495390	45.483418	0.022037	0.244233	0.889104
03250						0.130803	0.233297	0.061258	0.102779	-0.598845	0.150496	-1.369872	10.845546	45.666203	0.023297	0.251103	0.885384
03251						0.361892	0.004464	0.253818	0.109883	-0.640011	0.184444	-1.203627	10.134584	45.877857	0.029992	0.255027	0.885217
03252						0.488322	-0.095209	0.323237	-0.005851	-0.647791	0.210874	-1.107095	9.400571	46.124664	0.038726	0.253485	0.889261
03253						0.141972	0.311818	0.192427	-0.026853	-0.665937	0.241591	-1.113955	8.649657	46.400909	0.044365	0.255581	0.892623
03254						-0.175553	0.398596	0.357892	0.219839	-0.681393	0.275968	-0.959944	7.877615	46.713676	0.040463	0.265843	0.896277
03255						0.167114	0.238141	0.423697	0.308088	-0.664216	0.293087	-0.587253	7.108852	47.055809	0.039830	0.270211	0.902216
03256						0.194247	0.130781	0.643738	0.289949	-0.631836	0.283079	-0.206048	6.366947	47.393616	0.042997	0.274633	0.910503
03257						0.318027	-0.393901	0.622016	0.118787	-0.577818	0.261201	0.059289	5.675194	47.704479	0.049799	0.272182	0.919595
03258						-0.154320	-0.832208	0.447782	-0.106603	-0.531384	0.260446	0.050393	5.041172	47.995014	0.053469	0.257186	0.925879
03259						-0.350074	-0.262225	0.435053	0.039750	-0.463140	0.291060	0.022260	4.476158	48.314384	0.045645	0.248519	0.931837
03260						0.048176	-0.298061	0.437809	0.106580	-0.400461	0.265752	0.151030	3.987123	48.631977	0.041975	0.244727	0.937744
03261						-0.007276	-0.565528	0.431090	-0.072092	-0.334507	0.216716	0.172057	3.569869	48.900986	0.045657	0.235090	0.940961
03262						0.057611	-0.945476	0.216580	-0.251216	-0.249054	0.180416	-0.016251	3.240836	49.121677	0.046370	0.219558	0.944175
03264						0.172144	-0.943007	-0.089296	-0.448085	-0.178336	0.163716	-0.430033	3.005359	49.318665	0.049076	0.192327	0.941939
03265						0.221687	-0.716462	-0.268823	-0.611960	-0.123999	0.139771	-1.053430	2.841120	49.493046	0.053942	0.179048	0.935007
03266						0.017089	-0.467124	-0.337122	-0.749150	-0.054832	0.118427	-1.850069	2.744655	49.641975	0.058356	0.167607	0.926510
03267						-0.700067	-0.468908	-0.470121	-0.648260	0.019471	0.097407	-2.664088	2.733686	49.763912	0.048315	0.161239	0.916911
03268						-0.305462	-1.038141	-0.787864	-0.611588	0.063253	0.075322	-3.361347	2.795113	49.856445	0.037098	0.146170	0.901753
03269						0.567064	-1.050545	-1.070802	-0.866095	0.027239	0.040755	-4.211321	2.855793	49.913719	0.040569	0.125092	0.880437
03270						0.251469	-0.271736	-1.127070	-1.024354	-0.074507	0.013579	-5.351941	2.824382	49.939838	0.050067	0.112047	0.856014
03271						-0.939111	0.432100	-1.308802	-0.569333	-0.183800	0.025295	-6.296696	2.669246	49.973526	0.041872	0.118178	0.829657
03272						-0.757580	0.148469	-1.219257	0.118437	-0.271948	0.048009	-6.478643	2.407798	50.048855	0.020709	0.128379	0.802702
03273						0.077893	-0.687908	-1.036221	0.245986	-0.336498	0.081119	-6.215404	2.063632	50.161007	0.015615	0.120351	0.777579
03274						0.168979	-0.277037	-1.437771	0.067817	-0.383447	0.117075	-6.053541	1.663851	50.317429	0.022663	0.107937	0.752035
03275						-0.162850	-0.228138	-1.082117	-0.082636	-0.398165	0.162028	-6.074737	1.230134	50.527370	0.029574	0.100698	0.725814
03277						-0.057794	-0.611876	-1.290569	-0.214863	-0.382994	0.215082	-6.265480	0.807362	50.794426	0.033078	0.089357	0.697784
03278						-0.740700	-0.045979	-2.071377	-0.091192	-0.367205	0.254352	-6.461557	0.415953	51.113632	0.022444	0.081232	0.653231
03279						-0.716796	0.106429	-2.345068	0.236919	-0.372598	0.274916	-6.354042	0.030081	51.464157	0.005295	0.085069	0.608129
03280						0.019368	-0.241355	-2.231626	0.243580	-0.378011	0.260787	-6.055003	-0.365984	51.813881	0.000483	0.082155	0.564895
03281						-0.325359	0.085518	-2.259058	0.266650	-0.395575	0.237915	-5.801672	-0.778901	52.138844	-0.001867	0.082015	0.520911
03282						0.013476	-0.550641	-2.538260	0.321870	-0.408806	0.236987	-5.445888	-1.212746	52.453152	-0.004759	0.075968	0.472915
03283						0.228881	-0.644554	-2.762438	0.226498	-0.409675	0.222516	-5.140017	-1.658287	52.758888	-0.002417	0.063666	0.421401
03284						0.227248	-0.614431	-2.919073	-0.003180	-0.386851	0.198954	-5.049519	-2.092114	53.037014	0.005309	0.050663	0.365395
03285						0.066454	-0.773619	-3.064981	-0.077134	-0.336449	0.189139	-5.123242	-2.485429	53.288239	0.005670	0.039511	0.305078
03286						0.441614	-0.593257	-3.161617	-0.272922	-0.264891	0.188340	-5.347403	-2.803092	53.533298	0.012031	0.024578	0.244464
03287						-0.338299	0.273859	-3.275599	-0.156508	-0.187793	0.168452	-5.647953	-3.037150	53.757309	0.010116	0.025341	0.182083
03288						0.238987	0.051112	-3.440474	0.053044	-0.134078	0.131623	-5.683319	-3.198184	53.943798	0.008068	0.030248	0.116227
03289						0.752765	-0.130462	-3.505681	-0.068100	-0.108045	0.094768	-5.700070	-3.321158	54.079948	0.020834	0.029660	0.048337
03291						0.014556	-0.318114	-3.685664	-0.122662	-0.094351	0.087665	-5.858357	-3.425149	54.189022	0.033589	0.024794	-0.048735
03292						-0.518373	-0.606385	-3.492791	0.156917	-0.061989	0.129241	-5.844589	-3.502098	54.323566	0.024799	0.016049	-0.118609
03293						0.198372	-0.575430	-3.257332	0.260901	-0.008211	0.152162	-5.576380	-3.521662	54.495884	0.022568	0.003487	-0.181927
03294						0.447475	-0.003879	-3.077679	0.206413	0.031943	0.118317	-5.328813	-3.492762	54.649296	0.028464	0.001123	-0.241159
03295						0.288121	-0.165997	-2.717565	0.103905	0.098889	0.074929	-5.170606	-3.409526	54.748611	0.036873	0.000082	-0.296323
03296						0.019265	-0.609843	-2.323993	0.033382	0.209833	0.052404	-5.108213	-3.221872	54.800716	0.038298	-0.007957	-0.343294
03297						0.136885	-0.724219	-1.912610	-0.081006	0.326590	0.031587	-5.148086	-2.900427	54.815628	0.039466	-0.020823	-0.382195
03298						0.404536	-0.483078	-1.740665	-0.272322	0.404318	0.001478	-5.370604	-2.470311	54.556236	0.046056	-0.031983	-0.415597
03299						0.309667	-0.083860	-1.830839	-0.322482	0.407561	-0.021847	-5.732267	-2.002498	54.497246	0.052997	-0.035545	-0.448281
03300						0.041801	0.046298	-2.032058	-0.239457	0.357100	-0.042956	-6.076569	-1.571198	54.408817	0.058321	-0.034238	-0.485700
03301						0.026496	-0.276604	-1.844213	0.010773	0.285012	-0.045317	-6.197016	-1.214469	54.318096	0.057734	-0.035318	-0.522307
03302						0.485844	-0.526395	-1.377973	0.098292	0.225552	-0.047337	-6.105597	-0.934627	54.237221	0.063203	-0.043668	-0.551837
03304						0.329763	-0.489610	-1.028340	0.054889	0.170789	-0.064243	-6.029702	-0.723112	54.149815	0.072319	-0.053396	-0.573128
03305						-0.191258	-0.409307	-0.679238	0.117715	0.124491	-0.104215	-5.949432	-0.570928	54.034542	0.075186	-0.064386	-0.595405
03306						-0.005457	-0.544563	-0.056401	0.191093	0.118324	-0.124906	-5.763731	-0.448026	53.888313	0.072261	-0.074379	-0.599871
03307						-0.003243	-0.516494	0.066748	0.161543	0.130197	-0.118061	-5.572592	-0.320404	53.734680	0.074949	-0.085203	-0.597773
03308						-0.063448	-0.499722	0.107112	0.197475	0.143889	-0.110977	-5.365032	-0.177153	53.591022	0.071933	-0.093050	-0.593578
03309						0.174655	-0.826721	0.323770	0.033109	0.149596	-0.115655	-5.232882	-0.020392	53.448185	0.073489	-0.106832	-0.587597
03310						0.164947	-1.071482	0.411435	-0.228159	0.149722	-0.119019	-5.379027	0.141371	53.295609	0.077611	-0.126395	-0.578514
03311						-0.439501	-0.851907	0.490007	-0.174677	0.149634	-0.085295	-5.651292	0.302953	53.161507	0.072921	-0.144323	-0.566714
03312						-0.168208	-0.523588	0.505401	-0.035363	0.138339	-0.073073	-5.753760	0.461513	53.062744	0.066113	-0.158024	-0.554590
03313						0.051275	-0.137360	0.286727	-0.038984	0.115592	-0.110360	-5.801940	0.595889	52.946239	0.065589	-0.163804	-0.543919
03314						-0.290993	0.080151	0.364591	0.029384	0.059018	-0.147336	-5.832220	0.676832	52.785992	0.064044	-0.163333	-0.534702
03315						-0.477767	-0.314000	0.507327	0.204263	-0.003065	-0.158291	-5.688910	0.685507	52.606003	0.056008	-0.164323	-0.524745
03316						-0.290752	-1.029895	0.836511	0.245600	-0.025113	-0.130499	-5.415221	0.648492	52.443321	0.047458	-0.179585	-0.507159
03318						-0.741335	-0.523605	0.953451	0.284063	-0.020686	-0.076509	-5.148308	0.609513	52.330208	0.036284	-0.201702	-0.480112
03319						-0.622539	0.003325	0.740365	0.526641	-0.005485	-0.035217	-4.670274	0.592116	52.273746	0.022075	-0.204362	-0.461987
03320						-0.258340	-0.266274	0.704690	0.562743	0.005666	-0.011735	-4.021562	0.591845	52.250095	0.013964	-0.205891	-0.446671
03321						-0.038450	-0.565166	0.645896	0.374085	0.024711	0.002821	-3.491396	0.608711	52.244438	0.012228	-0.214212	-0.431558
03322						-0.355275	-0.264897	0.477011	0.248074	0.041185	0.030828	-3.179452	0.647420	52.263943	0.009317	-0.222641	-0.419357
03323						-0.431288	0.108992	0.462237	0.359001	0.063216	0.052950	-2.838136	0.710310	52.314026	-0.000726	-0.221880	-0.408623
03324						0.020081	-0.163536	0.629888	0.312100	0.093669	0.036772	-2.435744	0.802036	52.362072	-0.003961	-0.221591	-0.396645
03325						0.141025	-0.413745	0.630063	0.060225	0.141873	-0.001175	-2.236151	0.943187	52.375244	-0.000881	-0.227194	-0.382057
03326						-0.114649	-0.453682	0.343630	-0.156118	0.160339	-0.025880	-2.320005	1.120086	52.351978	-0.001360	-0.236073	-0.371585
03327						-0.396745	-0.325042	-0.277693	-0.268252	0.132004	-0.051890	-2.593206	1.290539	52.297585	-0.005268	-0.243003	-0.370596
03328						-1.033276	-0.329779	-0.234401	-0.072487	0.083902	-0.057850	-2.811858	1.406261	52.228115	-0.023358	-0.247675	-0.374212
03329						-0.672545	-0.627005	0.051991	0.166995	0.053587	-0.035959	-2.735524	1.477252	52.170536	-0.041256	-0.257003	-0.373993
03331						-0.252523	-0.476236	0.230562	0.237299	0.049234	-0.013802	-2.495223	1.534298	52.143230	-0.048979	-0.267622	-0.368782
03332						-0.211871	-0.151081	0.291013	0.300983	0.039444	0.004354	-2.191505	1.584295	52.138401	-0.055066	-0.274998	-0.360434
03333						-0.299613	-0.468545	0.729228	0.366413	0.039893	0.012644	-1.811181	1.627566	52.145306	-0.061487	-0.279589	-0.348810
03334						0.280797	-0.586005	1.019456	0.273406	0.070637	0.013298	-1.434401	1.693514	52.159416	-0.062332	-0.291150	-0.328795
03335						0.340758	0.098439	0.841935	0.049225	0.065491	-0.001266	-1.283781	1.776968	52.165207	-0.053900	-0.296088	-0.310452
03336						-0.033566	0.524422	0.932175	0.069136	0.045770	-0.021697	-1.241963	1.839799	52.148087	-0.052697	-0.287867	-0.292569
03337						0.265450	0.216593	0.976392	0.072490	0.016391	-0.045194	-1.145474	1.872502	52.106209	-0.050151	-0.279825	-0.272214
03338						0.345736	0.271784	0.770515	-0.119966	-0.031607	-0.075299	-1.190294	1.862997	52.034069	-0.042297	-0.276201	-0.253965
03339						-0.458022	0.858698	0.717596	-0.033347	-0.101972	-0.101455	-1.323618	1.779009	51.928654	-0.045013	-0.263156	-0.239641
03340						-0.435463	0.742762	0.887937	0.254504	-0.150485	-0.123205	-1.177050	1.624813	51.801441	-0.055574	-0.245749	-0.222484
03341						0.050715	0.365954	0.965980	0.296589	-0.164698	-0.145995	-0.841849	1.441685	51.647331	-0.059196	-0.235274	-0.202757
03342						0.332787	0.366566	0.744717	0.110439	-0.175355	-0.159597	-0.627156	1.247448	51.470531	-0.053308	-0.228554	-0.185259
03343						0.122163	0.629913	0.475704	-0.002675	-0.192367	-0.161798	-0.602212	1.032914	51.284874	-0.048051	-0.217987	-0.171558
03345						-0.221435	0.568194	0.462013	0.078965	-0.208029	-0.135977	-0.568215	0.796855	51.114380	-0.052829	-0.200696	-0.156443
03346						-0.083706	0.222965	0.375378	0.146779	-0.221418	-0.090545	-0.428415	0.549844	50.983311	-0.056855	-0.193394	-0.148470
03347						-0.033379	0.313941	0.426034	0.097578	-0.229271	-0.048930	-0.298898	0.289850	50.902561	-0.057491	-0.189248	-0.141050
03348						-0.547846	0.607491	0.475748	0.247771	-0.223133	-0.000045	-0.122462	0.030411	50.872303	-0.064540	-0.179150	-0.131954
03349						-0.721325	0.773981	0.565156	0.631101	-0.187218	0.053817	0.390810	-0.203527	50.901154	-0.079240	-0.164781	-0.121384
03350						0.095525	0.418390	0.530636	0.831480	-0.119206	0.095846	1.279448	-0.378876	50.986401	-0.085151	-0.152294	-0.110549
03351						0.299218	0.261025	0.410460	0.669953	-0.043148	0.117493	2.133666	-0.472187	51.101570	-0.078973	-0.146641	-0.102342
03352						0.341537	-0.070612	0.298076	0.443759	0.042775	0.118892	2.758013	-0.473150	51.232738	-0.073055	-0.143946	-0.095366
03353						0.499041	-0.414525	0.271189	0.054701	0.130587	0.124416	3.023036	-0.375698	51.374413	-0.064990	-0.149910	-0.089832
03354						0.615198	-0.288828	0.051631	-0.391951	0.194929	0.111969	2.785735	-0.188598	51.512379	-0.054189	-0.157363	-0.086544
03355						-0.037843	0.314110	0.103786	-0.563326	0.243211	0.099010	2.177789	0.065053	51.638340	-0.050891	-0.155224	-0.083910
03356						-0.094166	0.368266	0.126450	-0.503156	0.267892	0.076860	1.566038	0.359515	51.742542	-0.054232	-0.146774	-0.082097
03358						0.279238	0.165958	0.168432	-0.553899	0.284762	0.035490	0.968924	0.678411	51.803352	-0.053063	-0.141516	-0.078260
03359						0.278395	0.061859	0.101783	-0.677852	0.279500	-0.004346	0.248283	1.005540	51.815182	-0.045738	-0.137221	-0.073047
03360						-0.090146	0.174793	0.033883	-0.647079	0.244936	-0.036018	-0.534479	1.307324	51.784981	-0.046041	-0.133182	-0.071106
03361						-0.104760	0.168042	0.099150	-0.539893	0.192163	-0.053043	-1.213952	1.554851	51.726227	-0.048064	-0.129432	-0.070121
03362						-0.298015	0.351861	0.101171	-0.360420	0.131324	-0.068992	-1.738011	1.735151	51.645859	-0.052381	-0.123504	-0.068867
03363						-0.183775	0.441887	0.162459	-0.108729	0.071424	-0.072531	-1.992352	1.845571	51.558178	-0.057261	-0.114810	-0.066054
03364						0.079776	0.118306	0.217885	0.034211	0.008655	-0.071812	-2.016419	1.881848	51.470425	-0.058820	-0.108675	-0.062403
03365						0.131661	0.041177	0.130094	0.027805	-0.063814	-0.076615	-1.987248	1.842360	51.384510	-0.055994	-0.107222	-0.059109
03366						0.112885	0.049010	0.234132	0.019138	-0.106530	-0.070586	-1.967737	1.737952	51.302254	-0.054207	-0.106832	-0.055476
03367						0.246324	-0.038842	0.476713	-0.071065	-0.121404	-0.074350	-2.009393	1.601065	51.220200	-0.050634	-0.107527	-0.048938
03368						0.112099	-0.029880	0.402621	-0.147352	-0.107828	-0.076240	-2.163509	1.466140	51.133362	-0.047826	-0.107383	-0.040365
03369						-0.009242	0.248204	0.458876	-0.117162	-0.082523	-0.068466	-2.333939	1.355350	51.053513	-0.046858	-0.103886	-0.031619
03370						-0.100408	0.187107	0.421420	-0.001153	-0.041571	-0.058869	-2.399898	1.284902	50.981323	-0.049442	-0.098183	-0.023463
03372						-0.089231	0.062839	0.380056	0.097071	0.004297	-0.046793	-2.342457	1.262642	50.919262	-0.054220	-0.094563	-0.012370
03373						-0.223894	0.082612	0.317800	0.184590	0.052425	-0.025257	-2.193948	1.299327	50.877064	-0.057622	-0.094088	-0.006919
03374						0.129464	-0.402831	0.071182	0.196735	0.100131	-0.007337	-1.957507	1.392187	50.856091	-0.058379	-0.097641	-0.003430
03375						0.062748	-0.635340	-0.023046	0.032463	0.130261	0.000991	-1.841826	1.525670	50.848873	-0.056390	-0.108865	-0.003607
03376						-0.013179	-0.333375	0.019742	-0.053200	0.158312	0.013468	-1.880910	1.691121	50.852764	-0.056951	-0.117650	-0.004159
03377						0.153655	-0.334687	-0.040690	-0.087038	0.177129	0.011124	-1.962823	1.885448	50.860271	-0.055890	-0.123329	-0.004880
03378						0.041454	-0.319356	-0.080307	-0.188477	0.189457	-0.018763	-2.134998	2.099604	50.845596	-0.053427	-0.129092	-0.006246
03379						-0.250470	-0.213292	-0.053857	-0.195995	0.196179	-0.062252	-2.375880	2.318347	50.786171	-0.056961	-0.132762	-0.007351
03380						-0.168514	-0.249205	-0.035915	-0.142314	0.192200	-0.088791	-2.575989	2.537010	50.685596	-0.061365	-0.136713	-0.009034
03381						-0.209838	-0.503327	-0.079764	-0.074694	0.177685	-0.100297	-2.705353	2.743427	50.563416	-0.066058	-0.144188	-0.011187
03382						-0.254134	-0.633963	-0.078982	-0.047529	0.163206	-0.107185	-2.781719	2.933822	50.433796	-0.071143	-0.155077	-0.012932
03383						0.016332	-0.430791	-0.215343	-0.089815	0.136799	-0.119171	-2.870616	3.097720	50.295002	-0.072725	-0.165033	-0.016021
03385						0.028914	-0.010240	-0.138007	-0.087097	0.112922	-0.128580	-3.002753	3.231215	50.142891	-0.072666	-0.168974	-0.019971
03386						0.199714	0.024280	0.078131	0.021391	0.113606	-0.126625	-3.040259	3.347585	49.990265	-0.070263	-0.165214	-0.019283
03387						0.567848	-0.112318	0.169970	-0.072315	0.119271	-0.148199	-3.074597	3.471410	49.823425	-0.063098	-0.165647	-0.016463
03388						0.357261	0.162109	-0.163468	-0.230795	0.119986	-0.172045	-3.290703	3.601472	49.628941	-0.052829	-0.164868	-0.016022
03389						-0.561787	0.560026	-0.256449	-0.045241	0.109289	-0.178429	-3.489485	3.718407	49.418190	-0.057597	-0.155608	-0.021431
03390						-0.656070	0.241799	-0.168452	0.280013	0.106373	-0.174586	-3.343774	3.826088	49.206802	-0.072017	-0.146574	-0.027411
03391						0.045062	-0.484564	0.018046	0.322890	0.125999	-0.154144	-2.977597	3.947881	49.006985	-0.077969	-0.149689	-0.029505
03392						0.472245	-0.606478	0.180837	0.125458	0.161181	-0.104491	-2.744071	4.104980	48.851784	-0.071600	-0.161342	-0.027311
03393						0.541557	0.013327	0.218156	-0.067428	0.192802	-0.058200	-2.748762	4.305914	48.752407	-0.061563	-0.166319	-0.023068
03394						0.154473	0.418841	-0.147490	-0.134191	0.179809	-0.035260	-2.897201	4.520194	48.690136	-0.053991	-0.161922	-0.024394
03395						0.304121	0.652690	-0.032699	-0.066319	0.146747	-0.035981	-3.017842	4.703599	48.641800	-0.049670	-0.149677	-0.027059
03396						0.779328	0.784161	0.231737	-0.078434	0.098748	-0.044509	-3.104208	4.836123	48.587891	-0.037123	-0.134004	-0.025355
03397						0.958672	1.226740	0.310626	-0.092545	0.043093	-0.048981	-3.224332	4.912452	48.525993	-0.018679	-0.113025	-0.018553
03399						0.977020	1.643859	0.441379	0.136935	-0.011265	-0.033600	-3.210790	4.922038	48.472965	0.000171	-0.073490	-0.008919
03400						1.288165	1.463667	0.917718	0.271698	-0.026271	-0.035753	-2.947191	4.889555	48.435318	0.020996	-0.042451	0.005422
03401						1.473172	1.463349	1.058638	0.120919	-0.007395	-0.096827	-2.728214	4.865995	48.357143	0.049004	-0.013781	0.025864
03402						0.864856	1.266808	0.548722	-0.006847	-0.014023	-0.156086	-2.712723	4.852042	48.202847	0.072287	0.013983	0.040748
03403						0.219185	0.717265	0.290314	0.034367	-0.076722	-0.171203	-2.724344	4.788578	48.010818	0.081752	0.032980	0.048233
03404						-0.430068	-0.204389	0.154327	0.134280	-0.148177	-0.140914	-2.643157	4.645571	47.834019	0.078041	0.037211	0.051207
03405						-0.318117	-0.367500	0.554588	0.257980	-0.198166	-0.058123	-2.424314	4.433969	47.731487	0.068931	0.030695	0.057535
03406						-0.090180	-0.329476	0.645613	0.304172	-0.189383	0.012811	-2.094324	4.209642	47.720314	0.064769	0.022586	0.070524
03407						-0.297813	0.231997	0.707678	0.405712	-0.159453	0.054471	-1.697376	4.011250	47.445995	0.059894	0.022619	0.085508
03408						-0.315496	0.437649	0.772964	0.646820	-0.099798	0.060642	-1.076007	3.867080	47.516239	0.051218	0.030913	0.099721
03409						0.502750	-0.002290	1.006795	0.533590	-0.011636	0.018059	-0.369494	3.807075	47.560631	0.054463	0.034233	0.117325
03410						0.650508	-0.194138	0.911755	0.171836	0.072401	-0.032129	0.003826	3.848590	47.543018	0.066426	0.031426	0.136455
03412						0.610964	-0.110431	0.751820	-0.101776	0.123858	-0.049781	0.005386	3.969020	47.489548	0.077555	0.028785	0.153541
03413						0.542853	-0.043238	0.566950	-0.292777	0.122414	-0.044922	-0.248234	4.115215	47.437347	0.092388	0.026811	0.171941
03414						0.004332	0.311871	0.214054	-0.345232	0.065137	-0.033055	-0.658219	4.223590	47.391872	0.097820	0.028955	0.178340
03415						-0.624538	0.769703	0.120295	0.031833	-0.019647	-0.009332	-0.847236	4.243964	47.368935	0.087766	0.042007	0.181608
03416						-0.612272	0.780450	0.173771	0.502042	-0.107211	0.003026	-0.510619	4.162543	47.366577	0.074786	0.059102	0.184055
03417						-0.741077	0.916570	0.546359	1.053653	-0.137433	0.052154	0.403209	4.012928	47.399628	0.060058	0.076853	0.190908
03418						0.243328	-0.247053	0.460464	1.243791	-0.109303	0.098951	1.807528	3.868234	47.492546	0.055180	0.082553	0.201075
03419						1.205456	-0.802906	0.297853	0.689203	-0.061265	0.096585	2.926784	3.766332	47.606304	0.071591	0.068455	0.208966
03420						0.843643	-0.061485	0.015549	0.020247	-0.026157	0.053203	3.250657	3.717771	47.691059	0.093191	0.059921	0.212864
03421						0.377844	0.308589	0.116349	-0.203109	-0.007886	0.022489	3.099517	3.695169	47.730965	0.102755	0.064553	0.215773
03422						-0.471931	0.234373	0.056128	-0.171094	0.005307	0.009796	2.842386	3.691970	47.744884	0.100983	0.070046	0.216064
03423						-0.561702	-0.054910	-0.228741	-0.021574	0.029422	0.021431	2.754833	3.715451	47.765877	0.090095	0.071995	0.213685
03424						-0.409719	-0.377732	-0.508934	-0.046043	0.028265	0.028871	2.724757	3.748614	47.798233	0.079570	0.066218	0.205073
03426						-0.776217	0.124901	-0.628284	-0.060917	0.016173	0.026628	2.642972	3.772690	47.835529	0.063101	0.061414	0.190146
03427						-0.491258	-0.170705	-0.736352	-0.057402	0.022661	0.011389	2.589931	3.794854	47.859459	0.050274	0.059842	0.176103
03428						-0.415702	-0.001858	-0.859639	-0.191432	0.020809	-0.018778	2.429292	3.819400	47.854656	0.042813	0.057461	0.160224
03429						-0.581633	-0.092851	-0.576946	-0.125527	0.047349	-0.015410	2.246210	3.858696	47.836792	0.029644	0.059480	0.147872
03430						-0.148009	-0.436475	-0.474213	-0.288732	0.093832	-0.011650	2.014993	3.941451	47.824726	0.023587	0.053047	0.137359
03431						-0.119292	-0.322249	-0.656462	-0.564294	0.127988	0.001106	1.495742	4.075850	47.822784	0.022143	0.044954	0.125843
03432						-0.319073	0.222834	-0.630895	-0.637062	0.128587	0.012232	0.773123	4.227631	47.836727	0.016799	0.044442	0.112467
