Number,(Secs),(cm),(cm),(F)
562,56,200,123,77,123,77,62,6, 125
563,56,300,125,52,125,52,63,0, 127
564,56,400,126,30,126,30,62,6, 129
565,56,500,125,69,125,69,62,6, 131
566,56,600,125,09,125,09,62,6, 132
567,56,700,122,81,122,81,62,6, 134
568,56,800,119,72,119,72,62,6, 136
569,56,900,115,64,115,64,62,6, 138
570,57,000,110,04,110,04,62,6, 140
571,57,100,104,26,104,26,62,6, 142
572,57,200,97,72,97,72,62,6, 145
573,57,300,94,83,94,83,62,6, 147
574,57,400,93,17,93,17,62,6, 149
575,57,500,93,31,93,31,62,6, 151
576,57,600,94,56,94,56,62,6, 153
577,57,700,96,25,96,25,62,6, 155
578,57,800,97,02,97,02,62,6, 156
579,57,900,98,25,98,25,62,6, 158
580,58,000,98,64,98,64,62,6, 160
581,58,100,99,19,99,19,62,6, 162
582,58,200,98,96,98,96,62,6, 164
583,58,300,98,33,98,33,62,6, 166
584,58,400,97,85,97,85,62,6, 169
585,58,500,97,77,97,77,62,6, 171
586,58,600,97,59,97,59,62,6, 173
587,58,700,97,63,97,63,62,6, 175
588,58,800,97,88,97,88,62,6, 177
589,58,900,98,33,98,33,62,6, 179
590,59,000,98,57,98,57,62,6, 180
591,59,100,99,17,99,17,62,6, 182
592,59,200,99,82,99,82,62,6, 184
593,59,300,100,50,100,50,62,6, 186
594,59,400,100,90,100,90,62,6, 188
595,59,500,101,11,101,11,62,6, 190
596,59,600,101,19,101,19,62,6, 193
597,59,700,101,26,101,26,62,6, 195
598,59,800,101,59,101,59,62,6, 197
599,59,900,102,35,102,35,62,6, 199
600,60,000,103,11,103,11,62,6, 201
601,60,100,103,89,103,89,62,6, 203
602,60,200,104,12,104,12,62,6, 204
603,60,300,104,13,104,13,62,6, 206
604,60,400,103,29,103,29,62,6, 208
605,60,500,101,42,101,42,62,6, 210
606,60,600,98,99,98,99,62,6, 212
607,60,700,97,16,97,16,62,6, 214
608,60,800,95,96,95,96,62,6, 217
609,60,900,96,57,96,57,62,6, 219
610,61,000,98,13,98,13,62,6, 221
611,61,100,100,10,100,10,62,6, 223
612,61,200,102,00,102,00,62,6, 225
613,61,300,102,82,102,82,62,6, 226
614,61,400,103,84,103,84,62,6, 228
615,61,500,104,08,104,08,62,6, 230
616,61,600,103,88,103,88,62,6, 232
617,61,700,103,96,103,96,62,6, 234
618,61,800,104,57,104,57,62,6, 236
619,61,900,105,71,105,71,62,6, 238
620,62,000,106,72,106,72,62,6, 241
621,62,100,105,92,105,92,62,6, 243
622,62,200,103,76,103,76,62,6, 245
623,62,300,99,96,99,96,62,6, 247
624,62,400,94,67,94,67,62,6, 249
625,62,500,91,81,91,81,62,6, 250
626,62,600,85,96,85,96,62,6, 252
627,62,700,80,07,80,07,62,6, 254
628,62,800,74,58,74,58,62,6, 0
629,62,900,69,97,69,97,62,6, 2
630,63,000,65,72,65,72,62,6, 4
631,63,100,61,90,61,90,62,6, 6
632,63,200,57,58,57,58,62,6, 9
633,63,300,57,28,57,28,62,6, 11
634,63,400,60,53,60,53,62,6, 13
635,63,500,66,29,66,29,62,6, 15
636,63,600,73,34,73,34,62,6, 17
637,63,700,77,54,77,54,62,6, 18
638,63,800,87,65,87,65,62,6, 20
639,63,900,99,70,99,70,62,6, 22
640,64,000,112,50,112,50,62,6, 24
641,64,100,125,57,125,57,62,6, 26
642,64,200,141,84,141,84,62,6, 28
643,64,300,158,57,158,57,62,6, 31
644,64,400,0,00,0,00,62,6, 33
645,64,500,0,00,0,00,62,6, 35
646,64,600,0,00,0,00,62,6, 36
647,64,700,0,00,0,00,62,6, 38
648,64,800,0,00,0,00,62,6, 40
649,64,900,0,00,0,00,62,6, 42
650,65,000,0,00,0,00,62,6, 44
651,65,100,0,00,0,00,62,6, 46
652,65,200,158,24,158,24,62,6, 48
653,65,300,146,57,146,57,62,6, 50
654,65,400,134,30,134,30,62,6, 52
